UF;Município;Registro;Protocolo;COBRADE;Status;População;DH_Mortos;DH_Feridos;DH_Enfermos;DH_Desabrigados;DH_Desalojados;DH_Desaparecidos;DH_Outros Afetados;DM_Unidades Habitacionais Danificadas;DM_Unidades Habitacionais Destruídas;DM_Unidades Habitacionais Valor;DM_Instalações públicas de saúde Danificadas;DM_Instalações públicas de saúde Destruídas;DM_Instalações públicas de saúde Valor;DM_Instalações públicas de ensino Danificadas;DM_Instalações públicas de ensino Destruídas;DM_Instalações públicas de ensino Valor;DM_Instalações públicas prestadoras de outros serviços Danificadas;DM_Instalações públicas prestadoras de outros serviços Destruídas;DM_Instalações públicas prestadoras de outros serviços Valor;DM_Instalações públicas de uso comunitário Danificadas;DM_Instalações públicas de uso comunitário Destruídas;DM_Instalações públicas de uso comunitário Valor;DM_Obras de infraestrutura pública Danificadas;DM_Obras de infraestrutura pública Destruídas;DM_Obras de infraestrutura pública Valor;DA_Poluição ou contaminação da água;DA_Poluição ou contaminação do ar;DA_Poluição ou contaminação do solo;DA_Diminuição ou exaurimento hídrico;DA_Incêndios em parques, APA's ou APP's;PEPL_Assistência médica, saúde pública e atendimento de emergências médicas (R$);PEPL_Abastecimento de água potável (R$);PEPL_Esgoto de águas pluviais e sistema de esgotos sanitários (R$);PEPL_Sistema de limpeza urbana e de recolhimento e destinação do lixo (R$);PEPL_Sistema de desinfestação/desinfecção do habitat/controle de pragas e vetores (R$);PEPL_Geração e distribuição de energia elétrica (R$);PEPL_Telecomunicações (R$);PEPL_Transportes locais, regionais e de longo curso (R$);PEPL_Distribuição de combustíveis, especialmente os de uso doméstico (R$);PEPL_Segurança pública (R$);PEPL_Ensino (R$);PEPR_Agricultura (R$);PEPR_Pecuária (R$);PEPR_Indústria (R$);PEPR_Comércio (R$);PEPR_Serviços (R$)
BA;Itambé;04/12/2019;BA-F-2915809-13214-20191203;13214 - Tempestade Local/Convectiva - Chuvas Intensas;Reconhecido;23106;0;4;0;68;112;0;17000;18;2;707972.04;0;0;0.0;0;0;0.0;0;0;0.0;0;0;0.0;2;0;5822.1;;;;;;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
BA;Filadélfia;26/11/2019;BA-F-2910859-13214-20191124;13214 - Tempestade Local/Convectiva - Chuvas Intensas;Registro;16749;0;0;0;8;0;0;46;13;3;338702.32;0;0;0.0;0;0;0.0;0;0;0.0;0;0;0.0;0;0;0.0;;;;;;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
BA;Ibicaraí;30/07/2019;BA-F-2912103-11321-20190729;11321 - Deslizamentos;Reconhecido;24241;0;0;0;6;2;0;80;21;0;945000.0;0;0;0.0;0;0;0.0;0;0;0.0;0;0;0.0;0;1;24000.0;;;;;;11975.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
BA;Coronel João Sá;12/07/2019;BA-F-2909208-12100-20190711;12100 - Inundações;Reconhecido;17066;0;0;0;390;2019;0;12000;150;102;4899000.0;0;0;0.0;1;0;10000.0;1;0;0.0;1;0;75000.0;4;0;1705000.0;MAIS DE 20%;;MAIS DE 20%;;;14624.44;0.0;0.0;30000.0;0.0;0.0;0.0;20000.0;0.0;20000.0;78900.0;0.0;0.0;0.0;0.0;0.0
BA;Simões Filho;14/05/2019;BA-F-2930709-13214-20190510;13214 - Tempestade Local/Convectiva - Chuvas Intensas;Reconhecido;118020;0;0;0;480;804;0;1291;201;120;5607000.0;0;0;0.0;8;0;1750000.0;0;0;0.0;0;0;0.0;56;6;2750000.0;;;;;;0.0;0.0;1100000.0;2460000.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
BA;Lauro de Freitas;13/05/2019;BA-F-2919207-13214-20190510;13214 - Tempestade Local/Convectiva - Chuvas Intensas;Reconhecido;163414;0;0;0;61;577;0;116419;182;2;1291400.5;7;0;453928.85;9;0;1006562.11;4;0;148801.02;0;0;0.0;28;0;1.35483261E7;;;;;;453928.85;0.0;7577853.13;560715.77;4749958.72;0.0;0.0;0.0;0.0;0.0;1006562.11;0.0;0.0;0.0;0.0;0.0
BA;Ilhéus;30/04/2019;BA-F-2913606-13214-20190423;13214 - Tempestade Local/Convectiva - Chuvas Intensas;Não reconhecido;184231;0;0;0;2;29;0;22378;12;5;234932.0;0;0;0.0;1;0;0.0;0;0;0.0;0;0;0.0;8;3;3432000.0;;;;;;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;845000.0;0.0;0.0;0.0;0.0
BA;São Sebastião do Passé;08/04/2019;BA-F-2929503-13214-20190406;13214 - Tempestade Local/Convectiva - Chuvas Intensas;Registro;42153;0;0;0;0;0;0;0;0;0;0.0;0;0;0.0;0;0;0.0;0;0;0.0;0;0;0.0;0;0;0.0;;;;;;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
BA;Jacobina;04/04/2019;BA-F-2917508-12100-20190402;12100 - Inundações;Reconhecido;79285;0;0;0;0;10;0;12000;3;0;28745.0;0;0;0.0;0;0;0.0;1;0;112535.0;0;0;0.0;8;0;414553.12;;;;;;0.0;0.0;0.0;376000.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
BA;Vitória da Conquista;26/02/2019;BA-F-2933307-12100-20190217;12100 - Inundações;Registro;306374;0;23;8;0;45;0;30000;16;0;160000.0;1;0;35000.0;0;0;0.0;0;0;0.0;2;0;25000.0;1;0;150000.0;;;;DE 0% A 5%;;30000.0;0.0;15000.0;6000.0;0.0;0.0;0.0;0.0;0.0;0.0;8000.0;0.0;0.0;0.0;0.0;23000.0
