UF;Município;Registro;Protocolo;COBRADE;Status;População;DH_Mortos;DH_Feridos;DH_Enfermos;DH_Desabrigados;DH_Desalojados;DH_Desaparecidos;DH_Outros Afetados;DM_Unidades Habitacionais Danificadas;DM_Unidades Habitacionais Destruídas;DM_Unidades Habitacionais Valor;DM_Instalações públicas de saúde Danificadas;DM_Instalações públicas de saúde Destruídas;DM_Instalações públicas de saúde Valor;DM_Instalações públicas de ensino Danificadas;DM_Instalações públicas de ensino Destruídas;DM_Instalações públicas de ensino Valor;DM_Instalações públicas prestadoras de outros serviços Danificadas;DM_Instalações públicas prestadoras de outros serviços Destruídas;DM_Instalações públicas prestadoras de outros serviços Valor;DM_Instalações públicas de uso comunitário Danificadas;DM_Instalações públicas de uso comunitário Destruídas;DM_Instalações públicas de uso comunitário Valor;DM_Obras de infraestrutura pública Danificadas;DM_Obras de infraestrutura pública Destruídas;DM_Obras de infraestrutura pública Valor;DA_Poluição ou contaminação da água;DA_Poluição ou contaminação do ar;DA_Poluição ou contaminação do solo;DA_Diminuição ou exaurimento hídrico;DA_Incêndios em parques, APA's ou APP's;PEPL_Assistência médica, saúde pública e atendimento de emergências médicas (R$);PEPL_Abastecimento de água potável (R$);PEPL_Esgoto de águas pluviais e sistema de esgotos sanitários (R$);PEPL_Sistema de limpeza urbana e de recolhimento e destinação do lixo (R$);PEPL_Sistema de desinfestação/desinfecção do habitat/controle de pragas e vetores (R$);PEPL_Geração e distribuição de energia elétrica (R$);PEPL_Telecomunicações (R$);PEPL_Transportes locais, regionais e de longo curso (R$);PEPL_Distribuição de combustíveis, especialmente os de uso doméstico (R$);PEPL_Segurança pública (R$);PEPL_Ensino (R$);PEPR_Agricultura (R$);PEPR_Pecuária (R$);PEPR_Indústria (R$);PEPR_Comércio (R$);PEPR_Serviços (R$)
BA;Taperoá;24/12/2014;BA-F-2931202-11321-20141218;11321 - Deslizamentos;Reconhecido;18791;0;0;0;0;0;0;0;0;0;0.0;0;0;0.0;0;0;0.0;0;0;0.0;0;0;0.0;0;0;0.0;;;;;;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
BA;Aurelino Leal;27/12/2014;BA-F-2902401-12100-20141217;12100 - Inundações;Registro;13599;0;1;10;76;208;0;954;54;20;1000000.0;1;0;80000.0;0;0;0.0;0;0;0.0;0;0;0.0;3;3;4500000.0;;null;null;null;null;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
BA;Ipiaú;24/12/2014;BA-F-2913903-12300-20141216;12300 - Alagamentos;Não reconhecido;44430;0;5;63;500;400;0;595;80;100;5200000.0;3;0;368000.0;10;0;130000.0;0;0;0.0;2;0;25000.0;96;4;820000.0;;;;;;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
BA;Ubatã;23/12/2014;BA-F-2932309-12300-20141216;12300 - Alagamentos;Não reconhecido;25015;0;0;0;0;0;0;0;0;0;0.0;0;0;0.0;0;0;0.0;0;0;0.0;0;0;0.0;0;0;0.0;null;null;null;null;null;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
BA;Ibirapitanga;23/12/2014;BA-F-2912707-12300-20141216;12300 - Alagamentos;Não reconhecido;22610;0;0;0;0;0;0;0;0;0;0.0;0;0;0.0;0;0;0.0;0;0;0.0;0;0;0.0;0;0;0.0;;;;;;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
BA;Camamu;25/12/2014;BA-F-2905800-12100-20141216;12100 - Inundações;Reconhecido;35160;0;0;0;11;484;0;448;151;0;256520.0;0;0;30530.0;0;0;51252.6;0;0;0.0;0;0;80125.1;0;0;2810000.0;;;;null;null;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
BA;Ituberá;24/12/2014;BA-F-2917300-12300-20141216;12300 - Alagamentos;Reconhecido;26592;0;125;1920;50;500;0;0;0;0;0.0;0;0;0.0;0;0;0.0;0;0;0.0;0;0;0.0;0;0;0.0;;;;;;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
BA;Presidente Tancredo Neves;16/01/2015;BA-F-2925758-13214-20141215;13214 - Tempestade Local/Convectiva - Chuvas Intensas;Reconhecido;23857;0;5;0;70;100;0;0;200;14;465000.0;0;0;0.0;0;0;0.0;0;0;0.0;0;1;100000.0;0;0;5034731.73;null;null;null;null;null;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
BA;Igrapiúna;18/12/2014;BA-F-2913457-12100-20141215;12100 - Inundações;Reconhecido;13347;0;1;0;105;230;0;1300;76;22;1200000.0;1;0;80000.0;0;0;0.0;0;0;0.0;0;0;0.0;3;3;4500000.0;;null;null;null;null;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
BA;Bom Jesus da Lapa;18/11/2014;BA-F-2903904-13214-20141117;13214 - Tempestade Local/Convectiva - Chuvas Intensas;Não reconhecido;63508;0;0;0;0;3000;0;0;0;0;0.0;0;0;0.0;0;0;0.0;0;0;0.0;0;0;0.0;1136000;272000;1408000.0;;;;;;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
