UF;Município;Registro;Protocolo;COBRADE;Status;População;DH_Mortos;DH_Feridos;DH_Enfermos;DH_Desabrigados;DH_Desalojados;DH_Desaparecidos;DH_Outros Afetados;DM_Unidades Habitacionais Danificadas;DM_Unidades Habitacionais Destruídas;DM_Unidades Habitacionais Valor;DM_Instalações públicas de saúde Danificadas;DM_Instalações públicas de saúde Destruídas;DM_Instalações públicas de saúde Valor;DM_Instalações públicas de ensino Danificadas;DM_Instalações públicas de ensino Destruídas;DM_Instalações públicas de ensino Valor;DM_Instalações públicas prestadoras de outros serviços Danificadas;DM_Instalações públicas prestadoras de outros serviços Destruídas;DM_Instalações públicas prestadoras de outros serviços Valor;DM_Instalações públicas de uso comunitário Danificadas;DM_Instalações públicas de uso comunitário Destruídas;DM_Instalações públicas de uso comunitário Valor;DM_Obras de infraestrutura pública Danificadas;DM_Obras de infraestrutura pública Destruídas;DM_Obras de infraestrutura pública Valor;DA_Poluição ou contaminação da água;DA_Poluição ou contaminação do ar;DA_Poluição ou contaminação do solo;DA_Diminuição ou exaurimento hídrico;DA_Incêndios em parques, APA's ou APP's;PEPL_Assistência médica, saúde pública e atendimento de emergências médicas (R$);PEPL_Abastecimento de água potável (R$);PEPL_Esgoto de águas pluviais e sistema de esgotos sanitários (R$);PEPL_Sistema de limpeza urbana e de recolhimento e destinação do lixo (R$);PEPL_Sistema de desinfestação/desinfecção do habitat/controle de pragas e vetores (R$);PEPL_Geração e distribuição de energia elétrica (R$);PEPL_Telecomunicações (R$);PEPL_Transportes locais, regionais e de longo curso (R$);PEPL_Distribuição de combustíveis, especialmente os de uso doméstico (R$);PEPL_Segurança pública (R$);PEPL_Ensino (R$);PEPR_Agricultura (R$);PEPR_Pecuária (R$);PEPR_Indústria (R$);PEPR_Comércio (R$);PEPR_Serviços (R$)
BA;Mucuri;21/12/2018;BA-F-2922003-13214-20181212;13214 - Tempestade Local/Convectiva - Chuvas Intensas;Reconhecido;36043;0;0;0;0;0;0;1100;0;0;250000.0;0;0;100000.0;0;0;350000.0;0;0;50000.0;0;0;400000.0;0;0;1000000.0;DE 10% A 20%;;DE 10% A 20%;;;50000.0;0.0;150000.0;100000.0;0.0;0.0;0.0;0.0;0.0;0.0;350000.0;0.0;0.0;0.0;0.0;0.0
BA;Riachão do Jacuípe;10/12/2018;BA-F-2926301-12300-20181209;12300 - Alagamentos;Registro;33081;0;0;0;248;74;0;0;0;0;0.0;0;0;0.0;0;0;0.0;0;0;0.0;0;0;0.0;0;0;0.0;;;;;;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
BA;Nova Viçosa;13/12/2018;BA-F-2923001-13214-20181206;13214 - Tempestade Local/Convectiva - Chuvas Intensas;Registro;38537;0;0;0;0;0;0;2100;0;0;0.0;0;0;0.0;2;0;250000.0;0;0;0.0;0;0;0.0;1;0;1000000.0;DE 5% A 10%;;;;;0.0;0.0;200000.0;200000.0;15000.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
BA;Dário Meira;11/12/2018;BA-F-2910008-13214-20181206;13214 - Tempestade Local/Convectiva - Chuvas Intensas;Não reconhecido;12841;0;0;0;62;510;0;12300;8;5;100000.0;0;0;0.0;0;0;0.0;0;0;0.0;0;0;0.0;0;10;50000.0;;;;;;0.0;0.0;0.0;10000.0;0.0;0.0;0.0;0.0;0.0;0.0;10000.0;60000.0;5000.0;0.0;13000.0;6000.0
BA;Coaraci;05/12/2018;BA-F-2908002-13214-20181203;13214 - Tempestade Local/Convectiva - Chuvas Intensas;Reconhecido;20964;3;1;0;135;234;0;1000;235;83;5139950.87;4;0;38800.0;0;0;0.0;0;0;0.0;0;0;0.0;0;0;0.0;DE 5% A 10%;;DE 5% A 10%;;;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
BA;Jequié;14/12/2018;BA-F-2918001-12300-20181203;12300 - Alagamentos;Reconhecido;151921;0;0;0;6;9;0;30;39;6;1249053.84;0;0;0.0;0;0;0.0;0;0;0.0;0;0;0.0;30;12;1210761.0;;;;;;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;400000.0;100000.0;0.0;4000000.0;500000.0
BA;Malhada;07/12/2018;BA-F-2920205-12100-20181203;12100 - Inundações;Não reconhecido;16008;0;0;0;0;0;0;1300;0;0;0.0;0;0;0.0;0;0;0.0;0;0;0.0;0;0;0.0;3;3;500000.0;;;;;;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
BA;Entre Rios;14/12/2018;BA-F-2910503-12100-20181202;12100 - Inundações;Não reconhecido;39883;0;0;0;60;0;0;114;38;20;1180000.0;0;0;0.0;0;0;20000.0;0;0;0.0;0;0;0.0;0;0;2691318.72;;;;;;0.0;0.0;2691318.72;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
BA;Macarani;05/12/2018;BA-F-2919702-13214-20181201;13214 - Tempestade Local/Convectiva - Chuvas Intensas;Registro;17088;0;0;0;0;0;0;0;0;0;0.0;0;0;0.0;0;0;0.0;0;0;0.0;0;0;0.0;0;0;0.0;;;;;;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
BA;Ilhéus;26/11/2018;BA-F-2913606-13214-20181112;13214 - Tempestade Local/Convectiva - Chuvas Intensas;Reconhecido;184231;0;0;0;0;14;0;452;3;0;10345.9;0;0;0.0;0;0;83.46;1;0;5256.45;0;0;0.0;6;6;4877589.66;;;;;;0.0;30000.0;348245.52;0.0;0.0;15000.0;0.0;48345.0;15000.0;12450.0;83.46;0.0;0.0;0.0;235647.86;0.0
